job_title,job_category,salary_in_usd,experience_level,employment_type,work_setting,neighbourhood_group,neighbourhood,rent,latitude,longitude,amenity,amenity_value
Data Scientist,Data Science and Research,142200.0,Mid-level,Full-time,In-person,Brooklyn,Bushwick,3299.0,40.684025,-73.909882,has_dishwasher,0.0
Machine Learning Engineer,Machine Learning and AI,238000.0,Senior,Full-time,In-person,Queens,Astoria,2395.0,40.76944,-73.91939,building_age_yrs,28.0
Business Intelligence Developer,BI and Visualization,106500.0,Executive,Full-time,In-person,Brooklyn,Flatbush,2800.0,40.64224,-73.96236,building_age_yrs,116.0
Data Scientist,Data Science and Research,115000.0,Senior,Full-time,Remote,Manhattan,West Village,5000.0,40.74024,-74.00584,has_dishwasher,1.0
Data Engineer,Data Engineering,103000.0,Mid-level,Full-time,In-person,Manhattan,Hell's Kitchen,3800.0,40.75639,-73.99728,has_roofdeck,1.0
Machine Learning Engineer,Machine Learning and AI,331640.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,8750.0,40.67806,-73.94722,bedrooms,2.0
Research Scientist,Data Science and Research,150000.0,Mid-level,Full-time,In-person,Manhattan,West Village,3400.0,40.72986,-74.00299,has_roofdeck,0.0
Data Engineer,Data Engineering,95000.0,Senior,Full-time,In-person,Brooklyn,Prospect Heights,3595.0,40.67643,-73.96392,bedrooms,1.0
Research Analyst,Data Science and Research,94600.0,Senior,Full-time,In-person,Manhattan,Midtown,7750.0,40.7646,-73.9814,min_to_subway,43.0
Data Scientist,Data Science and Research,198200.0,Senior,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,7500.0,40.69026,-73.92794,has_doorman,0.0
Analytics Engineer,Leadership and Management,80000.0,Senior,Full-time,Remote,Manhattan,Harlem,10500.0,40.81276,-73.94602,bathrooms,3.0
Machine Learning Engineer,Machine Learning and AI,142200.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,13000.0,40.71099,-73.95217,min_to_subway,2.0
Data Scientist,Data Science and Research,180000.0,Mid-level,Full-time,In-person,Manhattan,Lower East Side,3650.0,40.72128,-73.98529,bedrooms,1.0
Data Engineer,Data Engineering,253792.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,3690.0,40.68838,-73.93456,floor,15.0
Applied Scientist,Data Science and Research,192000.0,Senior,Full-time,Remote,Manhattan,West Village,2550.0,40.73225,-74.00268,no_fee,1.0
Data Engineer,Data Engineering,190000.0,Mid-level,Full-time,Remote,Brooklyn,Williamsburg,3550.0,40.71116,-73.95484,min_to_subway,6.0
Data Engineer,Data Engineering,199000.0,Senior,Full-time,Remote,Manhattan,Harlem,3399.0,40.82063,-73.95613,building_age_yrs,106.0
Business Intelligence Analyst,BI and Visualization,176838.0,Senior,Full-time,In-person,Queens,Flushing,2650.0,40.76381,-73.83327,floor,1.0
Data Scientist,Data Science and Research,106800.0,Senior,Full-time,In-person,Manhattan,Harlem,5900.0,40.80765,-73.95627,has_patio,0.0
Data Scientist,Data Science and Research,159300.0,Senior,Full-time,In-person,Brooklyn,Gowanus,4975.0,40.68096,-73.98209,has_patio,0.0
Analytics Engineer,Leadership and Management,140000.0,Mid-level,Full-time,In-person,Brooklyn,Williamsburg,4950.0,40.71248,-73.95881,bathrooms,1.0
Data Engineer,Data Engineering,110000.0,Mid-level,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,2695.0,40.68589,-73.92974,has_dishwasher,0.0
Data Analyst,Data Analysis,55000.0,Mid-level,Full-time,In-person,Manhattan,Harlem,6900.0,40.81213,-73.9538,has_roofdeck,0.0
Data Engineer,Data Engineering,194400.0,Senior,Full-time,Remote,Queens,Astoria,4995.0,40.76054,-73.91786,floor,4.0
Research Engineer,Data Science and Research,155000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,6200.0,40.71238,-73.94913,has_doorman,1.0
Data Modeler,Data Architecture and Modeling,160000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,3000.0,40.77065,-73.95163,has_washer_dryer,0.0
Data Engineer,Data Engineering,166000.0,Mid-level,Full-time,In-person,Brooklyn,Boerum Hill,3100.0,40.6857,-73.98131,has_patio,0.0
Data Engineer,Data Engineering,115300.0,Mid-level,Full-time,Remote,Manhattan,Kips Bay,3350.0,40.73961,-73.98128,has_dishwasher,1.0
Data Scientist,Data Science and Research,106800.0,Senior,Full-time,In-person,Manhattan,Harlem,5900.0,40.80765,-73.95627,no_fee,0.0
Data Scientist,Data Science and Research,93300.0,Senior,Full-time,In-person,Manhattan,Washington Heights,4150.0,40.85036,-73.93841,min_to_subway,3.0
Data Architect,Data Architecture and Modeling,150000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,5850.0,40.68576,-73.92951,has_patio,0.0
Business Intelligence Engineer,BI and Visualization,79600.0,Senior,Full-time,In-person,Manhattan,Kips Bay,2400.0,40.74011,-73.98185,has_doorman,0.0
Data Analyst,Data Analysis,110600.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,2700.0,40.68689,-73.95725,has_patio,0.0
Data Engineer,Data Engineering,100000.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,4000.0,40.71376,-73.94326,has_washer_dryer,0.0
Data Scientist,Data Science and Research,159000.0,Senior,Full-time,In-person,Queens,Maspeth,2760.0,40.73931,-73.89989,no_fee,1.0
Data Engineer,Data Engineering,225000.0,Senior,Full-time,Remote,Brooklyn,South Slope,4405.0,40.66267,-73.98636,has_roofdeck,0.0
Data Engineer,Data Engineering,120000.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,3430.0,40.67664,-73.95818,has_dishwasher,0.0
Data Engineer,Data Engineering,103000.0,Mid-level,Full-time,In-person,Manhattan,East Village,13975.0,40.7282,-73.9834,bedrooms,3.0
Data Scientist,Data Science and Research,93300.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,5850.0,40.76387,-73.98742,size_sqft,850.0
Data Engineer,Data Engineering,81800.0,Senior,Full-time,In-person,Manhattan,East Village,3865.0,40.72634,-73.97982,building_age_yrs,1.0
Machine Learning Engineer,Machine Learning and AI,140100.0,Senior,Full-time,In-person,Brooklyn,Kensington,3500.0,40.64573,-73.97711,no_fee,0.0
Machine Learning Engineer,Machine Learning and AI,200000.0,Senior,Full-time,Remote,Manhattan,East Harlem,10950.0,40.80056,-73.93737,has_elevator,0.0
Data Scientist,Data Science and Research,73100.0,Senior,Full-time,In-person,Manhattan,Harlem,3650.0,40.81319,-73.94194,no_fee,0.0
Machine Learning Engineer,Machine Learning and AI,126500.0,Senior,Full-time,In-person,Manhattan,Lower East Side,3800.0,40.7191,-73.9834,floor,3.0
Analytics Engineer,Leadership and Management,115000.0,Senior,Full-time,In-person,Manhattan,Chinatown,4050.0,40.7178,-73.9932,has_doorman,0.0
Data Scientist,Data Science and Research,166000.0,Mid-level,Full-time,In-person,Queens,Astoria,4050.0,40.75702,-73.91682,has_gym,1.0
Data Analyst,Data Analysis,43187.0,Mid-level,Full-time,Remote,Manhattan,Chinatown,2755.0,40.71627,-73.99435,bathrooms,1.0
Data Engineer,Data Engineering,145000.0,Senior,Full-time,Remote,Manhattan,Upper West Side,9000.0,40.79726,-73.96885,has_patio,0.0
Machine Learning Engineer,Machine Learning and AI,285000.0,Mid-level,Full-time,In-person,Brooklyn,Williamsburg,3595.0,40.70347,-73.93335,has_patio,0.0
ML Engineer,Machine Learning and AI,85000.0,Mid-level,Full-time,In-person,Manhattan,West Village,6935.0,40.72974,-74.00706,has_dishwasher,0.0
Data Analyst,Data Analysis,166000.0,Senior,Full-time,In-person,Brooklyn,Carroll Gardens,8500.0,40.67933,-73.995,has_elevator,0.0
Data Architect,Data Architecture and Modeling,153000.0,Senior,Full-time,Remote,Brooklyn,Fort Greene,4600.0,40.68569,-73.973,has_roofdeck,1.0
Data Engineer,Data Engineering,135000.0,Mid-level,Full-time,Remote,Queens,Long Island City,6350.0,40.76024,-73.92986,has_washer_dryer,0.0
Data Analyst,Data Analysis,175000.0,Senior,Full-time,Remote,Brooklyn,Park Slope,1499.0,40.67989,-73.9775,bathrooms,1.0
Machine Learning Engineer,Machine Learning and AI,200000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,2650.0,40.71139,-73.94328,bedrooms,0.0
Business Intelligence Developer,BI and Visualization,167500.0,Executive,Full-time,In-person,Manhattan,Upper East Side,17250.0,40.77594,-73.95584,size_sqft,2200.0
Decision Scientist,Data Science and Research,204500.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,4500.0,40.71947,-73.94441,has_patio,0.0
Data Engineer,Data Engineering,115000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,6600.0,40.7167,-73.95014,floor,12.0
Data Analyst,Data Analysis,119636.0,Senior,Full-time,In-person,Manhattan,Lower East Side,1600.0,40.71562,-73.98401,no_fee,0.0
Data Scientist,Data Science and Research,137500.0,Senior,Full-time,In-person,Bronx,Clason Point,2500.0,40.81204,-73.85526,has_roofdeck,1.0
BI Analyst,BI and Visualization,75000.0,Senior,Full-time,Remote,Manhattan,Washington Heights,11950.0,40.84224,-73.93704,min_to_subway,5.0
Data Analyst,Data Analysis,75000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,5200.0,40.77065,-73.95702,bedrooms,4.0
Research Engineer,Data Science and Research,130000.0,Mid-level,Full-time,Remote,Manhattan,Harlem,5995.0,40.80557,-73.94801,has_roofdeck,0.0
Data Engineer,Data Engineering,210000.0,Senior,Full-time,In-person,Bronx,Parkchester,2450.0,40.83645,-73.86634,has_elevator,0.0
Research Engineer,Data Science and Research,237000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,16000.0,40.71887,-73.94845,min_to_subway,11.0
Data Scientist,Data Science and Research,310270.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,8000.0,40.67332,-73.95936,has_roofdeck,1.0
Data Engineer,Data Engineering,213600.0,Senior,Full-time,In-person,Manhattan,Upper West Side,3700.0,40.77929,-73.97787,size_sqft,741.0
Data Quality Analyst,Data Quality and Operations,140000.0,Senior,Full-time,In-person,Manhattan,Nolita,9000.0,40.72152,-73.99456,has_gym,0.0
Machine Learning Engineer,Machine Learning and AI,70000.0,Senior,Full-time,In-person,Queens,Woodside,4800.0,40.74267,-73.89804,no_fee,0.0
Data Scientist,Data Science and Research,158500.0,Senior,Full-time,Remote,Manhattan,Lower East Side,11257.0,40.71254,-73.98352,bedrooms,5.0
Data Scientist,Data Science and Research,185000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,3950.0,40.77504,-73.95357,size_sqft,1061.0
Analytics Engineer,Leadership and Management,164100.0,Senior,Full-time,Remote,Manhattan,East Village,3795.0,40.72623,-73.98226,has_elevator,1.0
Data Engineer,Data Engineering,255000.0,Senior,Full-time,In-person,Manhattan,Lower East Side,5500.0,40.71525,-73.98929,size_sqft,890.0
Machine Learning Engineer,Machine Learning and AI,185000.0,Senior,Full-time,In-person,Manhattan,Gramercy,8995.0,40.73577,-73.98455,min_to_subway,3.0
Data Analyst,Data Analysis,150000.0,Mid-level,Full-time,Remote,Brooklyn,Crown Heights,3850.0,40.66718,-73.95848,has_gym,0.0
Machine Learning Engineer,Machine Learning and AI,121788.0,Senior,Full-time,In-person,Manhattan,Tribeca,2795.0,40.71751,-74.00392,bedrooms,1.0
Data Scientist,Data Science and Research,185000.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,10000.0,40.75679,-73.9981,size_sqft,1448.0
Data Scientist,Data Science and Research,172000.0,Senior,Full-time,Remote,Manhattan,Upper East Side,4745.0,40.77429,-73.95157,min_to_subway,43.0
Data Scientist,Data Science and Research,144500.0,Senior,Full-time,In-person,Manhattan,Nolita,3570.0,40.72127,-73.99507,floor,6.0
Data Quality Analyst,Data Quality and Operations,49216.0,Entry-level,Full-time,Remote,Brooklyn,Fort Greene,2350.0,40.6867,-73.97469,bedrooms,0.0
Data Analyst,Data Analysis,79000.0,Senior,Full-time,In-person,Manhattan,Kips Bay,4650.0,40.73877,-73.98171,has_doorman,1.0
BI Developer,BI and Visualization,62442.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,4850.0,40.73094,-73.95202,no_fee,1.0
Data Science Manager,Data Science and Research,152000.0,Senior,Full-time,Remote,Queens,Long Island City,1699.0,40.75279,-73.94089,bathrooms,1.0
Data Scientist,Data Science and Research,180250.0,Senior,Full-time,Remote,Manhattan,Upper East Side,3600.0,40.77152,-73.95215,has_washer_dryer,1.0
Data Scientist,Data Science and Research,203000.0,Senior,Full-time,Remote,Brooklyn,Flatbush,4870.0,40.65468,-73.95721,has_doorman,0.0
Data Engineer,Data Engineering,82452.0,Mid-level,Full-time,In-person,Manhattan,East Harlem,3395.0,40.7993,-73.93895,floor,26.0
Data Manager,Leadership and Management,75000.0,Executive,Full-time,In-person,Brooklyn,East Flatbush,1995.0,40.63763,-73.94979,building_age_yrs,91.0
Data Analyst,Data Analysis,110000.0,Mid-level,Full-time,In-person,Brooklyn,Bay Ridge,4500.0,40.6337,-74.02527,bathrooms,1.0
Data Engineer,Data Engineering,129000.0,Senior,Full-time,Remote,Brooklyn,Flatbush,6113.0,40.63738,-73.95386,min_to_subway,4.0
Research Engineer,Data Science and Research,250000.0,Senior,Full-time,In-person,Queens,Elmhurst,3020.0,40.73619,-73.87359,size_sqft,1774.0
Data Analyst,Data Analysis,192500.0,Senior,Full-time,Remote,Brooklyn,Crown Heights,4000.0,40.66763,-73.95836,has_patio,0.0
Business Data Analyst,Data Analysis,79976.0,Senior,Full-time,Remote,Brooklyn,Greenpoint,3140.0,40.72244,-73.94308,min_to_subway,4.0
Data Analyst,Data Analysis,149500.0,Mid-level,Full-time,Remote,Manhattan,Upper East Side,15000.0,40.76361,-73.95708,has_doorman,0.0
Data Engineer,Data Engineering,187000.0,Mid-level,Full-time,Remote,Brooklyn,Greenpoint,4965.0,40.73756,-73.9535,building_age_yrs,44.0
Analytics Engineer,Leadership and Management,120000.0,Senior,Full-time,In-person,Brooklyn,Bushwick,3200.0,40.68762,-73.9162,has_doorman,0.0
Machine Learning Engineer,Machine Learning and AI,130000.0,Mid-level,Full-time,In-person,Brooklyn,Fort Greene,2695.0,40.69132,-73.97306,has_gym,0.0
Data Analyst,Data Analysis,164000.0,Senior,Full-time,Remote,Brooklyn,Park Slope,3325.0,40.68168,-73.97978,bathrooms,1.0
Data Science Manager,Data Science and Research,190000.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,3750.0,40.71067,-73.9525,has_patio,0.0
Data Scientist,Data Science and Research,245000.0,Senior,Full-time,In-person,Manhattan,Financial District,4900.0,40.70867,-74.00499,bathrooms,1.0
Machine Learning Engineer,Machine Learning and AI,245700.0,Senior,Full-time,In-person,Brooklyn,Sunset Park,8750.0,40.66272,-73.98913,min_to_subway,7.0
Data Science Engineer,Data Science and Research,220000.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,4995.0,40.71284,-73.94041,has_gym,0.0
Machine Learning Engineer,Machine Learning and AI,250500.0,Senior,Full-time,In-person,Manhattan,Gramercy,4795.0,40.73637,-73.98604,has_roofdeck,0.0
Machine Learning Engineer,Machine Learning and AI,204500.0,Senior,Full-time,In-person,Manhattan,Upper East Side,8800.0,40.77256,-73.95537,no_fee,1.0
Data Engineer,Data Engineering,184800.0,Senior,Full-time,In-person,Brooklyn,Fort Hamilton,1899.0,40.6189,-74.03154,bathrooms,1.0
Data Engineer,Data Engineering,230300.0,Senior,Full-time,In-person,Manhattan,Harlem,3950.0,40.81006,-73.94559,has_washer_dryer,0.0
Data Scientist,Data Science and Research,75577.0,Senior,Full-time,Hybrid,Brooklyn,Williamsburg,12500.0,40.71983,-73.95992,building_age_yrs,2.0
Research Analyst,Data Science and Research,142000.0,Mid-level,Full-time,In-person,Brooklyn,Williamsburg,2900.0,40.71643,-73.94906,has_doorman,0.0
AI Engineer,Machine Learning and AI,227850.0,Senior,Full-time,Remote,Brooklyn,Crown Heights,3850.0,40.66687,-73.95023,has_doorman,0.0
Data Scientist,Data Science and Research,248100.0,Senior,Full-time,In-person,Brooklyn,Bushwick,2725.0,40.69263,-73.92543,size_sqft,600.0
Business Intelligence Engineer,BI and Visualization,185000.0,Mid-level,Full-time,In-person,Brooklyn,Boerum Hill,4350.0,40.68442,-73.98068,has_doorman,1.0
Data Engineer,Data Engineering,220000.0,Senior,Full-time,In-person,Brooklyn,Gowanus,3840.0,40.67788,-73.98327,has_gym,1.0
Data Architect,Data Architecture and Modeling,180000.0,Senior,Full-time,In-person,Brooklyn,Bushwick,5195.0,40.69983,-73.92549,min_to_subway,8.0
Data Scientist,Data Science and Research,150000.0,Senior,Full-time,Remote,Queens,Long Island City,5995.0,40.75253,-73.93021,bedrooms,3.0
Data Scientist,Data Science and Research,216800.0,Senior,Full-time,In-person,Manhattan,West Village,6000.0,40.73366,-74.00409,has_gym,0.0
Data Engineer,Data Engineering,160000.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,3500.0,40.70281,-73.94328,bedrooms,1.0
Machine Learning Engineer,Machine Learning and AI,266500.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,6000.0,40.68777,-73.94976,bathrooms,2.0
Data Manager,Leadership and Management,73500.0,Mid-level,Full-time,In-person,Manhattan,Upper West Side,12500.0,40.79179,-73.97541,size_sqft,1771.0
Applied Scientist,Data Science and Research,253000.0,Senior,Full-time,Remote,Manhattan,Upper East Side,9500.0,40.76918,-73.95738,has_washer_dryer,0.0
Data Manager,Leadership and Management,160667.0,Senior,Full-time,In-person,Queens,Astoria,2800.0,40.75863,-73.92792,has_patio,0.0
Data Engineer,Data Engineering,200000.0,Senior,Full-time,Remote,Manhattan,West Village,2975.0,40.73682,-74.0007,building_age_yrs,89.0
Head of Data,Leadership and Management,246080.0,Executive,Full-time,In-person,Brooklyn,Greenpoint,1450.0,40.73632,-73.95543,has_doorman,0.0
AI Engineer,Machine Learning and AI,360000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,2300.0,40.68713,-73.95666,has_patio,0.0
Analytics Engineer,Leadership and Management,178250.0,Senior,Full-time,In-person,Manhattan,Gramercy,3600.0,40.7335,-73.98704,has_washer_dryer,1.0
Data Science Manager,Data Science and Research,160000.0,Senior,Full-time,Remote,Brooklyn,Bay Ridge,2700.0,40.63355,-74.03016,min_to_subway,1.0
Machine Learning Engineer,Machine Learning and AI,152000.0,Senior,Full-time,In-person,Queens,Ditmars Steinway,4750.0,40.772472,-73.906075,size_sqft,917.0
Data Scientist,Data Science and Research,296100.0,Senior,Full-time,In-person,Manhattan,Washington Heights,3000.0,40.83555,-73.94432,floor,4.0
Data Scientist,Data Science and Research,181000.0,Senior,Full-time,In-person,Manhattan,Midtown,8500.0,40.7655,-73.98018,has_elevator,0.0
Machine Learning Engineer,Machine Learning and AI,90000.0,Senior,Full-time,In-person,Manhattan,Chelsea,7995.0,40.75022,-73.99585,has_dishwasher,0.0
Data Analyst,Data Analysis,65300.0,Mid-level,Full-time,In-person,Manhattan,Upper East Side,7880.0,40.76942,-73.95451,has_washer_dryer,0.0
Business Intelligence Engineer,BI and Visualization,139000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,5000.0,40.70986,-73.94186,no_fee,0.0
Machine Learning Engineer,Machine Learning and AI,140000.0,Senior,Full-time,In-person,Brooklyn,Bushwick,12195.0,40.69348,-73.91892,has_doorman,0.0
Data Analyst,Data Analysis,118000.0,Senior,Full-time,Remote,Brooklyn,Bushwick,4200.0,40.69815,-73.93006,has_doorman,0.0
Research Scientist,Data Science and Research,225000.0,Senior,Full-time,In-person,Manhattan,Murray Hill,2200.0,40.74793,-73.97887,has_washer_dryer,0.0
Data Analyst,Data Analysis,140000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,2750.0,40.68562,-73.93128,building_age_yrs,57.0
Data Scientist,Data Science and Research,166000.0,Senior,Full-time,In-person,Manhattan,Harlem,2100.0,40.80749,-73.94853,bathrooms,1.0
Data Strategist,Data Architecture and Modeling,86000.0,Senior,Full-time,In-person,Manhattan,Greenwich Village,15000.0,40.72644,-73.99797,building_age_yrs,16.0
Machine Learning Engineer,Machine Learning and AI,224400.0,Senior,Full-time,In-person,Manhattan,East Harlem,6920.0,40.79544,-73.94836,no_fee,1.0
